	60.4444444444444
4830	97.7777777777778
4840	97.7777777777778
4850	97.7777777777778
4860	97.7777777777778
4870	97.7777777777778
4880	97.7777777777778
4890	97.7777777777778
4900	97.7777777777778
4910	97.7777777777778
4920	97.7777777777778
4930	97.7777777777778
4940	97.7777777777778
4950	97.7777777777778
4960	97.7777777777778
4970	97.7777777777778
4980	98.2222222222222
4990	98.2222222222222
5000	98.2222222222222
5010	98.2222222222222
5020	98.2222222222222
5030	98.2222222222222
5040	98.2222222222222
5050	98.2222222222222
5060	98.2222222222222
5070	98.2222222222222
5080	98.2222222222222
5090	98.2222222222222
5100	98.2222222222222
5110	98.2222222222222
5120	98.2222222222222
5130	98.2222222222222
5140	98.2222222222222
5150	98.2222222222222
5160	98.2222222222222
5170	98.2222222222222
5180	98.4444444444444
5190	98.4444444444444
5200	98.4444444444444
5210	98.4444444444444
5220	98.4444444444444
5230	98.4444444444444
5240	98.4444444444444
5250	98.4444444444444
5260	98.4444444444444
5270	98.4444444444444
5280	98.4444444444444
5290	98.4444444444444
5300	98.4444444444444
5310	98.4444444444444
5320	98.4444444444444
5330	98.4444444444444
5340	98.4444444444444
5350	98.4444444444444
5360	98.4444444444444
5370	98.4444444444444
5380	98.4444444444444
5390	98.4444444444444
5400	98.4444444444444
5410	98.4444444444444
5420	98.4444444444444
5430	98.4444444444444
5440	98.4444444444444
5450	98.4444444444444
5460	98.4444444444444
5470	98.4444444444444
5480	98.4444444444444
5490	98.4444444444444
5500	98.4444444444444
5510	98.4444444444444
5520	98.4444444444444
5530	98.4444444444444
5540	98.4444444444444
5550	98.6666666666667
5560	98.6666666666667
5570	98.6666666666667
5580	98.6666666666667
5590	98.6666666666667
5600	98.6666666666667
5610	98.6666666666667
5620	98.6666666666667
5630	98.6666666666667
5640	98.6666666666667
5650	98.6666666666667
5660	98.6666666666667
5670	98.6666666666667
5680	98.6666666666667
5690	98.6666666666667
5700	98.6666666666667
5710	98.6666666666667
5720	98.6666666666667
5730	98.6666666666667
5740	98.8888888888889
5750	98.8888888888889
5760	98.8888888888889
5770	98.8888888888889
5780	98.8888888888889
5790	98.8888888888889
5800	98.8888888888889
5810	98.8888888888889
5820	98.8888888888889
5830	98.8888888888889
5840	98.8888888888889
5850	98.8888888888889
5860	98.8888888888889
5870	98.8888888888889
5880	98.8888888888889
5890	98.8888888888889
5900	98.8888888888889
5910	98.8888888888889
5920	98.8888888888889
5930	98.8888888888889
5940	98.8888888888889
5950	98.8888888888889
5960	98.8888888888889
5970	98.8888888888889
5980	98.8888888888889
5990	98.8888888888889
6000	98.8888888888889
6010	98.8888888888889
6020	98.8888888888889
6030	98.8888888888889
6040	98.8888888888889
6050	99.1111111111111
6060	99.1111111111111
6070	99.1111111111111
6080	99.1111111111111
6090	99.1111111111111
6100	99.1111111111111
6110	99.1111111111111
6120	99.1111111111111
6130	99.1111111111111
6140	99.1111111111111
6150	99.1111111111111
6160	99.1111111111111
6170	99.1111111111111
6180	99.1111111111111
6190	99.1111111111111
6200	99.1111111111111
6210	99.1111111111111
6220	99.1111111111111
6230	99.1111111111111
6240	99.1111111111111
6250	99.1111111111111
6260	99.1111111111111
6270	99.1111111111111
6280	99.1111111111111
6290	99.1111111111111
6300	99.1111111111111
6310	99.1111111111111
6320	99.1111111111111
6330	99.1111111111111
6340	99.1111111111111
6350	99.1111111111111
6360	99.1111111111111
6370	99.1111111111111
6380	99.1111111111111
6390	99.1111111111111
6400	99.1111111111111
6410	99.1111111111111
6420	99.1111111111111
6430	99.1111111111111
6440	99.1111111111111
6450	99.1111111111111
6460	99.1111111111111
6470	99.1111111111111
6480	99.1111111111111
6490	99.1111111111111
6500	99.1111111111111
6510	99.1111111111111
6520	99.1111111111111
6530	99.1111111111111
6540	99.1111111111111
6550	99.1111111111111
6560	99.1111111111111
6570	99.1111111111111
6580	99.1111111111111
6590	99.1111111111111
6600	99.1111111111111
6610	99.1111111111111
6620	99.1111111111111
6630	99.1111111111111
6640	99.1111111111111
6650	99.1111111111111
6660	99.1111111111111
6670	99.1111111111111
6680	99.1111111111111
6690	99.1111111111111
6700	99.1111111111111
6710	99.1111111111111
6720	99.1111111111111
6730	99.1111111111111
6740	99.1111111111111
6750	99.1111111111111
6760	99.1111111111111
6770	99.1111111111111
6780	99.1111111111111
6790	99.1111111111111
6800	99.1111111111111
6810	99.1111111111111
6820	99.1111111111111
6830	99.1111111111111
6840	99.1111111111111
6850	99.1111111111111
6860	99.1111111111111
6870	99.1111111111111
6880	99.1111111111111
6890	99.1111111111111
6900	99.1111111111111
6910	99.1111111111111
6920	99.1111111111111
6930	99.1111111111111
6940	99.1111111111111
6950	99.1111111111111
6960	99.1111111111111
6970	99.1111111111111
6980	99.1111111111111
6990	99.1111111111111
7000	99.1111111111111
7010	99.1111111111111
7020	99.1111111111111
7030	99.1111111111111
7040	99.1111111111111
7050	99.1111111111111
7060	99.1111111111111
7070	99.1111111111111
7080	99.1111111111111
7090	99.1111111111111
7100	99.1111111111111
7110	99.1111111111111
7120	99.1111111111111
7130	99.1111111111111
7140	99.1111111111111
7150	99.1111111111111
7160	99.1111111111111
7170	99.1111111111111
7180	99.1111111111111
7190	99.1111111111111
7200	99.1111111111111
7210	99.1111111111111
7220	99.1111111111111
7230	99.1111111111111
7240	99.1111111111111
7250	99.1111111111111
7260	99.1111111111111
7270	99.1111111111111
7280	99.1111111111111
7290	99.1111111111111
7300	99.3333333333333
7310	99.3333333333333
7320	99.3333333333333
7330	99.3333333333333
7340	99.3333333333333
7350	99.3333333333333
7360	99.3333333333333
7370	99.3333333333333
7380	99.3333333333333
7390	99.3333333333333
7400	99.3333333333333
7410	99.3333333333333
7420	99.3333333333333
7430	99.3333333333333
7440	99.3333333333333
7450	99.3333333333333
7460	99.3333333333333
7470	99.3333333333333
7480	99.3333333333333
7490	99.3333333333333
7500	99.3333333333333
7510	99.3333333333333
7520	99.3333333333333
7530	99.3333333333333
7540	99.3333333333333
7550	99.3333333333333
7560	99.3333333333333
7570	99.3333333333333
7580	99.3333333333333
7590	99.3333333333333
7600	99.3333333333333
7610	99.3333333333333
7620	99.3333333333333
7630	99.3333333333333
7640	99.3333333333333
7650	99.3333333333333
7660	99.3333333333333
7670	99.3333333333333
7680	99.3333333333333
7690	99.3333333333333
7700	99.3333333333333
7710	99.3333333333333
7720	99.3333333333333
7730	99.3333333333333
7740	99.3333333333333
7750	99.3333333333333
7760	99.3333333333333
7770	99.3333333333333
7780	99.3333333333333
7790	99.3333333333333
7800	99.3333333333333
7810	99.3333333333333
7820	99.3333333333333
7830	99.3333333333333
7840	99.3333333333333
7850	99.3333333333333
7860	99.3333333333333
7870	99.5555555555556
7880	99.5555555555556
7890	99.5555555555556
7900	99.5555555555556
7910	99.5555555555556
7920	99.5555555555556
7930	99.5555555555556
7940	99.5555555555556
7950	99.5555555555556
7960	99.5555555555556
7970	99.5555555555556
7980	99.5555555555556
7990	99.5555555555556
8000	99.5555555555556
8010	99.5555555555556
8020	99.5555555555556
8030	99.5555555555556
8040	99.5555555555556
8050	99.5555555555556
8060	99.5555555555556
8070	99.5555555555556
8080	99.5555555555556
8090	99.5555555555556
8100	99.5555555555556
8110	99.5555555555556
8120	99.5555555555556
8130	99.5555555555556
8140	99.5555555555556
8150	99.5555555555556
8160	99.5555555555556
8170	99.5555555555556
8180	99.5555555555556
8190	99.5555555555556
8200	99.5555555555556
8210	99.5555555555556
8220	99.5555555555556
8230	99.5555555555556
8240	99.5555555555556
8250	99.5555555555556
8260	99.5555555555556
8270	99.5555555555556
8280	99.5555555555556
8290	99.5555555555556
8300	99.5555555555556
8310	99.5555555555556
8320	99.5555555555556
8330	99.5555555555556
8340	99.5555555555556
8350	99.5555555555556
8360	99.5555555555556
8370	99.5555555555556
8380	99.5555555555556
8390	99.5555555555556
8400	99.5555555555556
8410	99.5555555555556
8420	99.5555555555556
8430	99.5555555555556
8440	99.5555555555556
8450	99.5555555555556
8460	99.5555555555556
8470	99.5555555555556
8480	99.5555555555556
8490	99.5555555555556
8500	99.5555555555556
8510	99.5555555555556
8520	99.5555555555556
8530	99.5555555555556
8540	99.5555555555556
8550	99.5555555555556
8560	99.5555555555556
8570	99.5555555555556
8580	99.5555555555556
8590	99.5555555555556
8600	99.5555555555556
8610	99.5555555555556
8620	99.5555555555556
8630	99.5555555555556
8640	99.5555555555556
8650	99.5555555555556
8660	99.5555555555556
8670	99.5555555555556
8680	99.5555555555556
8690	99.5555555555556
8700	99.5555555555556
8710	99.5555555555556
8720	99.5555555555556
8730	99.5555555555556
8740	99.5555555555556
8750	99.5555555555556
8760	99.5555555555556
8770	99.5555555555556
8780	99.5555555555556
8790	99.5555555555556
8800	99.5555555555556
8810	99.5555555555556
8820	99.5555555555556
8830	99.5555555555556
8840	99.5555555555556
8850	99.5555555555556
8860	99.5555555555556
8870	99.5555555555556
8880	99.5555555555556
8890	99.5555555555556
8900	99.5555555555556
8910	99.5555555555556
8920	99.5555555555556
8930	99.5555555555556
8940	99.5555555555556
8950	99.5555555555556
8960	99.5555555555556
8970	99.5555555555556
8980	99.5555555555556
8990	99.5555555555556
9000	99.5555555555556
9010	99.5555555555556
9020	99.5555555555556
9030	99.5555555555556
9040	99.5555555555556
9050	99.5555555555556
9060	99.5555555555556
9070	99.5555555555556
9080	99.5555555555556
9090	99.5555555555556
9100	99.5555555555556
9110	99.5555555555556
9120	99.5555555555556
9130	99.5555555555556
9140	99.5555555555556
9150	99.5555555555556
9160	99.5555555555556
9170	99.5555555555556
9180	99.5555555555556
9190	99.5555555555556
9200	99.5555555555556
9210	99.5555555555556
9220	99.5555555555556
9230	99.5555555555556
9240	99.5555555555556
9250	99.5555555555556
9260	99.5555555555556
9270	99.5555555555556
9280	99.5555555555556
9290	99.5555555555556
9300	99.5555555555556
9310	99.5555555555556
9320	99.5555555555556
9330	99.5555555555556
9340	99.5555555555556
9350	99.5555555555556
9360	99.5555555555556
9370	99.5555555555556
9380	99.5555555555556
9390	99.5555555555556
9400	99.5555555555556
9410	99.5555555555556
9420	99.5555555555556
9430	99.5555555555556
9440	99.5555555555556
9450	99.5555555555556
9460	99.5555555555556
9470	99.5555555555556
9480	99.5555555555556
9490	99.5555555555556
9500	99.5555555555556
9510	99.5555555555556
9520	99.5555555555556
9530	99.5555555555556
9540	99.5555555555556
9550	99.5555555555556
9560	99.5555555555556
9570	99.5555555555556
9580	99.5555555555556
9590	99.5555555555556
9600	99.5555555555556
9610	99.5555555555556
9620	99.5555555555556
9630	99.5555555555556
9640	99.5555555555556
9650	99.5555555555556
9660	99.5555555555556
9670	99.5555555555556
9680	99.5555555555556
9690	99.5555555555556
9700	99.5555555555556
9710	99.5555555555556
9720	99.5555555555556
9730	99.5555555555556
9740	99.5555555555556
9750	99.5555555555556
9760	99.5555555555556
9770	99.5555555555556
9780	99.5555555555556
9790	99.5555555555556
9800	99.5555555555556
9810	99.5555555555556
9820	99.5555555555556
9830	99.5555555555556
9840	99.5555555555556
9850	99.5555555555556
9860	99.5555555555556
9870	99.5555555555556
9880	99.5555555555556
9890	99.5555555555556
9900	99.5555555555556
9910	99.5555555555556
9920	99.5555555555556
9930	99.5555555555556
9940	99.5555555555556
9950	99.5555555555556
9960	99.5555555555556
9970	99.5555555555556
9980	99.5555555555556
9990	99.5555555555556
10000	99.5555555555556
10010	99.5555555555556
10020	99.5555555555556
10030	99.5555555555556
10040	99.5555555555556
10050	99.5555555555556
10060	99.5555555555556
10070	99.5555555555556
10080	99.5555555555556
10090	99.5555555555556
10100	99.5555555555556
10110	99.5555555555556
10120	99.5555555555556
10130	99.5555555555556
10140	99.5555555555556
10150	99.5555555555556
10160	99.5555555555556
10170	99.5555555555556
10180	99.5555555555556
10190	99.5555555555556
10200	99.5555555555556
10210	99.5555555555556
10220	99.5555555555556
10230	99.5555555555556
10240	99.5555555555556
10250	99.5555555555556
10260	99.5555555555556
10270	99.5555555555556
10280	99.5555555555556
10290	99.5555555555556
10300	99.5555555555556
10310	99.5555555555556
10320	99.5555555555556
10330	99.5555555555556
10340	99.5555555555556
10350	99.5555555555556
10360	99.5555555555556
10370	99.5555555555556
10380	99.5555555555556
10390	99.5555555555556
10400	99.5555555555556
10410	99.5555555555556
10420	99.5555555555556
10430	99.5555555555556
10440	99.5555555555556
10450	99.5555555555556
10460	99.5555555555556
10470	99.5555555555556
10480	99.5555555555556
10490	99.5555555555556
10500	99.5555555555556
10510	99.5555555555556
10520	99.5555555555556
10530	99.5555555555556
10540	99.5555555555556
10550	99.5555555555556
10560	99.5555555555556
10570	99.5555555555556
10580	99.5555555555556
10590	99.5555555555556
10600	99.5555555555556
10610	99.5555555555556
10620	99.5555555555556
10630	99.5555555555556
10640	99.5555555555556
10650	99.5555555555556
10660	99.5555555555556
10670	99.5555555555556
10680	99.5555555555556
10690	99.5555555555556
10700	99.5555555555556
10710	99.5555555555556
10720	99.5555555555556
10730	99.5555555555556
10740	99.5555555555556
10750	99.5555555555556
10760	99.5555555555556
10770	99.5555555555556
10780	99.5555555555556
10790	99.5555555555556
10800	99.5555555555556
10810	99.5555555555556
10820	99.5555555555556
10830	99.5555555555556
10840	99.5555555555556
10850	99.5555555555556
10860	99.5555555555556
10870	99.5555555555556
10880	99.5555555555556
10890	99.5555555555556
10900	99.5555555555556
10910	99.5555555555556
10920	99.5555555555556
10930	99.5555555555556
10940	99.5555555555556
10950	99.5555555555556
10960	99.5555555555556
10970	99.5555555555556
10980	99.5555555555556
10990	99.5555555555556
11000	99.5555555555556
11010	99.5555555555556
11020	99.5555555555556
11030	99.5555555555556
11040	99.5555555555556
11050	99.5555555555556
11060	99.5555555555556
11070	99.5555555555556
11080	99.5555555555556
11090	99.5555555555556
11100	99.5555555555556
11110	99.5555555555556
11120	99.5555555555556
11130	99.5555555555556
11140	99.5555555555556
11150	99.5555555555556
11160	99.5555555555556
11170	99.5555555555556
11180	99.5555555555556
11190	99.5555555555556
11200	99.5555555555556
11210	99.5555555555556
11220	99.5555555555556
11230	99.5555555555556
11240	99.5555555555556
11250	99.5555555555556
11260	99.5555555555556
11270	99.5555555555556
11280	99.5555555555556
11290	99.5555555555556
11300	99.5555555555556
11310	99.5555555555556
11320	99.5555555555556
11330	99.5555555555556
11340	99.5555555555556
11350	99.5555555555556
11360	99.5555555555556
11370	99.5555555555556
11380	99.5555555555556
11390	99.5555555555556
11400	99.5555555555556
11410	99.5555555555556
11420	99.5555555555556
11430	99.5555555555556
11440	99.5555555555556
11450	99.5555555555556
11460	99.5555555555556
11470	99.5555555555556
11480	99.5555555555556
11490	99.5555555555556
11500	99.5555555555556
11510	99.5555555555556
11520	99.5555555555556
11530	99.5555555555556
11540	99.5555555555556
11550	99.5555555555556
11560	99.5555555555556
11570	99.5555555555556
11580	99.5555555555556
11590	99.5555555555556
11600	99.5555555555556
11610	99.5555555555556
11620	99.5555555555556
11630	99.5555555555556
11640	99.5555555555556
11650	99.5555555555556
11660	99.5555555555556
11670	99.5555555555556
11680	99.5555555555556
11690	99.5555555555556
11700	99.5555555555556
11710	99.5555555555556
11720	99.5555555555556
11730	99.5555555555556
11740	99.5555555555556
11750	99.5555555555556
11760	99.5555555555556
11770	99.5555555555556
11780	99.5555555555556
11790	99.5555555555556
11800	99.5555555555556
11810	99.5555555555556
11820	99.5555555555556
11830	99.5555555555556
11840	99.5555555555556
11850	99.5555555555556
11860	99.5555555555556
11870	99.5555555555556
11880	99.5555555555556
11890	99.5555555555556
11900	99.5555555555556
11910	99.5555555555556
11920	99.5555555555556
11930	99.5555555555556
11940	99.5555555555556
11950	99.5555555555556
11960	99.5555555555556
11970	99.5555555555556
11980	99.5555555555556
11990	99.5555555555556
12000	99.5555555555556
12010	99.5555555555556
12020	99.5555555555556
12030	99.5555555555556
12040	99.5555555555556
12050	99.5555555555556
12060	99.5555555555556
12070	99.5555555555556
12080	99.5555555555556
12090	99.5555555555556
12100	99.5555555555556
12110	99.5555555555556
12120	99.5555555555556
12130	99.5555555555556
12140	99.5555555555556
12150	99.5555555555556
12160	99.5555555555556
12170	99.5555555555556
12180	99.5555555555556
12190	99.5555555555556
12200	99.5555555555556
12210	99.5555555555556
12220	99.5555555555556
12230	99.5555555555556
12240	99.5555555555556
12250	99.5555555555556
12260	99.5555555555556
12270	99.5555555555556
12280	99.5555555555556
12290	99.5555555555556
12300	99.5555555555556
12310	99.5555555555556
12320	99.5555555555556
12330	99.5555555555556
12340	99.5555555555556
12350	99.5555555555556
12360	99.5555555555556
12370	99.5555555555556
12380	99.5555555555556
12390	99.5555555555556
12400	99.5555555555556
12410	99.5555555555556
12420	99.5555555555556
12430	99.5555555555556
12440	99.5555555555556
12450	99.5555555555556
12460	99.5555555555556
12470	99.5555555555556
12480	99.5555555555556
12490	99.5555555555556
12500	99.5555555555556
12510	99.5555555555556
12520	99.5555555555556
12530	99.5555555555556
12540	99.5555555555556
12550	99.5555555555556
12560	99.5555555555556
12570	99.5555555555556
12580	99.5555555555556
12590	99.5555555555556
12600	99.5555555555556
12610	99.5555555555556
12620	99.5555555555556
12630	99.5555555555556
12640	99.5555555555556
12650	99.5555555555556
12660	99.5555555555556
12670	99.5555555555556
12680	99.5555555555556
12690	99.5555555555556
12700	99.5555555555556
12710	99.5555555555556
12720	99.5555555555556
12730	99.5555555555556
12740	99.5555555555556
12750	99.5555555555556
12760	99.5555555555556
12770	99.5555555555556
12780	99.5555555555556
12790	99.5555555555556
12800	99.5555555555556
12810	99.5555555555556
12820	99.5555555555556
12830	99.5555555555556
12840	99.5555555555556
12850	99.5555555555556
12860	99.5555555555556
12870	99.5555555555556
12880	99.5555555555556
12890	99.5555555555556
12900	99.5555555555556
12910	99.5555555555556
12920	99.5555555555556
