
0 361569.992000
0 428711.208000
1 510669.384000
2 511929.992000
1 585909.384000
0 772809.992000
1 831189.384000
1 1065009.384000
2 1068911.208000
1 1141150.600000
2 1151889.384000
3 1179669.992000
2 1248009.384000
0 1401609.384000
1 1491671.816000
2 1556649.384000
3 1584730.600000
3 1592829.384000
2 1702210.600000
2 1731251.208000
3 1769289.992000
4 1790469.384000
5 1795451.208000
0 1964649.992000
1 2034490.600000
2 2068451.208000
3 2081769.992000
4 2106430.600000
5 2195351.208000
3 2251330.600000
4 2265849.384000
0 2644030.600000
1 2690349.384000
1 2788869.384000
1 2834169.384000
1 2964610.600000
1 3027970.600000
2 3030729.992000
0 3158591.816000
1 3180309.384000
2 3258789.992000
1 3383469.992000
2 3473351.208000
3 3496569.384000
2 3556749.384000
2 3571029.384000
3 3587829.384000
1 3761231.208000
0 3947051.208000
0 4132389.992000
0 4243930.600000
0 4458071.816000
1 4486811.816000
0 4833309.384000
1 4842009.992000
1 4909871.208000
2 4976169.384000
2 5064249.992000
0 5136249.384000
1 5230989.992000
1 5371809.384000
1 5415310.600000
2 5523971.208000
0 5575751.816000
1 5614631.208000
0 5721069.384000
0 5859489.384000
1 5864051.816000
2 5869211.208000
1 6023950.600000
2 6042371.816000
1 6057671.816000
2 6066909.384000
1 6129070.600000
2 6177429.384000
2 6225310.600000
2 6321489.992000
1 6521891.816000
2 6617651.816000
2 6831191.208000
1 6983889.992000
1 7009989.384000
0 7117209.384000
1 7207629.992000
2 7254669.384000
3 7267331.208000
1 7453031.208000
1 7557369.992000
2 7604051.816000
2 7644849.384000
3 7656309.992000
4 7704909.992000
0 7843331.208000
1 7881609.384000
1 7899789.992000
2 7918511.816000
3 7923911.208000
2 7997410.600000
1 8020809.992000
1 8139429.384000
1 8188990.600000
2 8241909.992000
2 8279469.384000
0 8402171.208000
0 8519951.816000
1 8566929.992000
2 8594529.992000
1 8635389.384000
2 8662331.208000
2 8693829.384000
2 8777590.600000
2 8807109.384000
2 8866810.600000
1 8902509.384000
2 8915409.992000
0 8943911.208000
1 8946789.992000
1 8984290.600000
1 9042490.600000
1 9088869.992000
2 9089349.384000
3 9175630.600000
4 9177309.992000
3 9201669.384000
3 9337029.384000
2 9406931.208000
2 9460810.600000
2 9574749.992000
2 9667751.208000
3 9681669.384000
0 9818109.384000
1 9872651.208000
1 10008849.384000
1 10091049.384000
2 10103229.384000
3 10114209.992000
3 10198569.992000
2 10380849.384000
3 10383189.992000
4 10385471.816000
4 10396809.384000
4 10433951.816000
1 10485669.992000
2 10530189.384000
2 10565469.992000
2 10595950.600000
2 10619889.992000
2 10636869.384000
2 10679829.992000
1 10746669.992000
1 10803610.600000
2 10842669.384000
1 10909691.208000
2 10918089.384000
2 10927389.992000
3 10936089.384000
2 11057829.384000
1 11104990.600000
2 11126409.992000
0 11314091.816000
0 11432470.600000
1 11523249.384000
0 11896631.816000
1 11937489.384000
1 11950451.816000
1 11981649.992000
2 12037929.992000
3 12047350.600000
3 12114851.208000
3 12214149.384000
2 12373631.816000
1 12588429.384000
1 12740410.600000
1 12821589.992000
1 12938769.992000
2 12944410.600000
2 12966010.600000
2 12988509.992000
3 13006331.208000
3 13070891.208000
1 13216810.600000
0 13262949.384000
1 13277769.992000
1 13358109.384000
1 13378749.992000
0 13441149.384000
0 13632909.384000
0 13698310.600000
1 13700049.384000
1 13767310.600000
2 13778710.600000
3 13789809.992000
2 13825631.816000
3 13836549.384000
4 13846031.816000
1 13941969.992000
2 13993811.208000
3 13998129.992000
4 14021109.384000
1 14148009.384000
2 14249351.208000
1 14395689.992000
