	0.495049504950495
1	0.495049504950495
2	0.495049504950495
3	11.3861386138614
4	34.1584158415842
5	54.950495049505
6	76.7326732673267
7	89.6039603960396
8	95.5445544554455
9	99.5049504950495
10	100
11	100
