
 4	 737.097082
 5	 1175.306383
 4	 1504.383935
 1	 1272.707157
 3	 1980.089749
 3	 1874.236398
 2	 1789.116414
 0	 1723.650346
 4	 3380.021480
 4	 1976.627653
 0	 1015.818668
 1	 1768.504730
 0	 940.377029
 0	 418.269252
 4	 1353.961702
 1	 2172.423694
 3	 2137.585481
 0	 2574.490823
 5	 1932.758547
 3	 1951.637498
 5	 2242.050491
 3	 3443.967900
 3
 6	 1529.412610
 2	 522.682610
 4	 1642.057151
 1	 1999.192457
 3	 2702.185327
 3	 4337.283710
 2	 1904.074821
 1	 3931.712359
 2	 729.811968
 5	 1659.480954
 5	 2011.392224
 3	 1435.837289
 2	 1152.122702
 2	 821.691451
 1	 1029.692270
 4	 1257.226634
 4	 1878.773507
 5	 1659.555268
 1	 1493.887426
 3	 2071.759350
 4	 2391.864095
 3	 2071.295479
 0	 1377.172133
 0	 1884.311769
 4	 1625.586274
 3	 719.593173
 4	 1087.687926
 6	 1287.554662
 4	 417.200182
 4	 1851.544883
 5	 1251.012340
 3	 1440.131516
 3	 1544.286756
 5	 2496.789311
 1	 3079.263005
 5	 1276.312428
 6	 1972.902617
 5	 2146.521918
 5	 2036.856411
 4	 2896.443444
 4	 1051.803995
 3	 1123.252085
 3	 1374.709209
 1	 629.495183
 4	 499.754646
 3	 1836.672439
 2	 1021.556173
 4	 1945.594847
 4	 1538.559798
 0	 2224.389261
 2	 930.021786
 5	 2681.602138
 2	 2204.404621
 4	 1820.790224
 4	 1338.803250
 4	 2549.194773
 3	 1709.394467
 4	 970.348211
 3	 1611.410014
 0	 455.486661
 1	 838.982031
 3	 1662.768460
 3	 3027.302743
 3	 1887.124565
 1	 1413.021182
 4	 1321.866979
 6	 2556.412291
 1	 3655.316637
 3	 3457.906473
 3	 769.900729
 0	 318.618244
 1	 924.318075
 4	 2251.933676
 3	 3649.518466
 2	 3068.229448
 2	 1598.758863
 0	 1197.503191
 3	 1536.555259
 3	 3633.447947
 4	 1869.505788
 3	 666.570440
 4	 782.814676
 5	 1954.404186
 3	 2645.552480
 5	 1740.024441
 3	 1297.461849
 0	 1113.474110
 2	 1403.802944
 5	 2502.469455
 2	 1524.639775
 0	 975.280472
 1	 1627.152010
 3	 1462.306711
 6	 915.663879
 4	 1405.739097
 2	 1221.217086
 2	 1503.012489
 3	 1402.911229
 2	 2396.526905
 1	 649.658571
 3	 3923.115805
 0	 2141.003754
 3	 1683.298089
 4	 2722.505034
 1	 2943.287270
 3	 3582.539663
 5	 3148.400487
 3	 1737.963729
 3	 3322.037289
 5	 2244.514397
 5	 2637.350020
 5	 3058.609617
 3	 3243.413741
 1	 2382.446809
 0	 809.983387
 1	 2256.563480
 6	 3112.459042
 0	 2121.652978
 4	 3789.312018
 2	 1187.955592
 5	 1573.576851
 2	 2444.564936
 2	 1903.004400
 1	 1880.990806
 0	 2049.561563
 1	 1082.738385
 3	 1439.724610
 5	 1060.857198
 4	 1797.370228
 3	 1928.904788
 2	 3104.402564
 4	 2136.750946
 1	 2996.147337
 2	 2145.563787
 5	 1313.691348
 5	 2144.352684
 4	 1146.501890
 3	 1142.819951
 2	 1567.059092
 4	 1318.139211
 5	 1729.071121
 4	 1313.768497
 1	 1409.201103
 5	 2732.409676
 2	 1645.075600
 3	 2585.926231
 3	 3189.220501
 4	 3716.511840
 2	 758.660799
 2	 956.918472
 2	 820.434231
 3	 951.305440
 2	 1655.181170
 2	 966.120594
 3	 1149.916480
 4	 1669.765557
 4	 1796.516670
 2	 843.638078
 0	 181.719698
 6	 1211.619421
 3	 1472.850750
 4	 1954.835783
 1	 772.417944
 5	 1433.511972
 2	 707.630687
 0	 401.411805
 4	 953.059863
 2	 1346.191727
 1	 2311.931867
 5	 2347.531923
 3	 1668.629539
 4	 3233.349718
 4	 1416.469941
 5	 2073.006379
 6	 3084.726954
 5	 2402.664998
 0	 908.855133
 3	 2709.452798
