
0 334631.208000
1 335949.384000
2 364389.384000
1 405311.208000
2 405969.384000
3 442989.384000
1 565511.208000
1 682571.208000
2 684610.600000
2 726011.816000
2 742451.208000
3 774009.992000
0 850750.600000
1 928271.816000
2 942369.992000
2 1015631.208000
3 1045271.816000
4 1047910.600000
0 1167251.816000
1 1170250.600000
2 1184229.992000
1 1191070.600000
2 1203251.208000
2 1238829.384000
3 1247710.600000
2 1275669.992000
2 1336209.384000
1 1423031.816000
2 1425369.384000
3 1495090.600000
4 1501869.992000
2 1527309.992000
3 1567150.600000
4 1577711.816000
5 1604111.208000
6 1622349.384000
7 1632371.816000
6 1664230.600000
7 1665609.992000
7 1672150.468000
8 1682590.600000
9 1683311.208000
10 1684509.992000
8 1729329.384000
8 1756269.384000
8 1789149.384000
6 1828871.208000
7 1832050.600000
7 1853050.600000
7 1898110.600000
5 1935551.208000
3 2011331.208000
4 2032089.384000
4 2063409.384000
5 2067671.208000
3 2082129.384000
2 2141831.816000
2 2162109.384000
3 2189109.992000
2 2246109.992000
1 2296991.816000
1 2328251.816000
1 2372889.384000
2 2421009.384000
1 2593571.208000
2 2605149.384000
3 2627050.600000
2 2745069.384000
3 2768830.600000
2 2834709.384000
2 2923509.992000
3 2964609.384000
4 2972351.208000
4 3020349.384000
1 3182769.384000
2 3184269.384000
3 3214569.384000
4 3218109.384000
5 3235389.384000
4 3328209.992000
3 3365469.992000
4 3373749.384000
2 3401529.992000
3 3441850.600000
3 3446171.208000
3 3533591.208000
3 3565629.992000
4 3647531.816000
5 3664869.384000
5 3708669.992000
5 3777429.384000
4 3835209.384000
3 3860951.816000
4 3876549.992000
4 3919811.208000
4 3952149.992000
4 3989829.384000
4 4030089.384000
3 4060209.384000
4 4071669.384000
2 4226949.992000
3 4244471.208000
4 4260729.992000
4 4303929.384000
3 4348150.600000
1 4423809.384000
2 4451889.992000
2 4474629.992000
3 4494790.600000
3 4553949.992000
4 4557249.384000
5 4559531.816000
5 4583411.208000
4 4633391.208000
3 4678091.816000
2 4703949.384000
3 4803251.208000
4 4810929.992000
5 4811049.384000
4 4816089.320000
5 4819449.384000
4 4834749.992000
4 4858869.384000
3 4863849.320000
3 4901169.384000
3 4937470.600000
2 4991709.384000
1 5032271.208000
2 5037911.208000
2 5053989.384000
3 5085009.992000
3 5164811.208000
3 5173810.600000
4 5182329.384000
5 5235431.208000
6 5285291.208000
5 5330409.992000
6 5338569.992000
6 5340489.384000
6 5349009.384000
6 5394371.816000
5 5406251.816000
4 5448129.384000
1 5564709.384000
1 5569689.320000
2 5596810.600000
3 5667969.384000
3 5693289.992000
1 5868489.384000
2 5947689.992000
3 6013871.208000
1 6069909.384000
1 6074949.320000
2 6090309.992000
3 6098349.384000
3 6120189.384000
4 6122469.384000
4 6131049.384000
3 6179949.992000
4 6235809.384000
3 6286329.992000
4 6317291.816000
4 6322569.992000
3 6348789.384000
3 6354609.384000
2 6418991.816000
3 6430391.208000
3 6467289.384000
4 6475090.600000
4 6513249.384000
4 6543431.208000
4 6544209.384000
3 6569951.208000
4 6578469.384000
4 6596889.992000
5 6613031.208000
5 6646389.384000
5 6658151.816000
5 6687130.600000
2 6781151.208000
2 6796689.992000
2 6864789.992000
2 6883329.384000
3 6885731.208000
3 6903851.816000
3 6974111.208000
2 7017189.384000
2 7032129.992000
2 7033450.600000
2 7034230.600000
2 7037891.208000
2 7072571.208000
2 7088470.600000
1 7115709.384000
2 7116669.384000
1 7150209.992000
2 7208469.992000
1 7269069.384000
1 7274771.816000
1 7308369.992000
1 7333210.600000
1 7397891.208000
1 7420269.992000
1 7482551.208000
1 7609989.384000
1 7614909.320000
1 7619949.320000
1 7624929.320000
1 7629909.320000
1 7634949.320000
1 7639989.320000
1 7645089.320000
1 7663031.816000
1 7743609.384000
1 7745049.992000
1 7757111.816000
2 7764789.992000
3 7778229.384000
4 7794429.992000
4 7801149.384000
3 7822749.384000
