
0 422951.816000
1 557230.600000
0 721329.384000
1 723849.992000
1 871691.208000
0 1362129.384000
0 1829829.384000
1 1837869.992000
2 1921570.600000
2 1963929.384000
3 1982111.816000
4 2003829.384000
0 2195949.384000
0 2502969.384000
0 2666889.992000
0 2813109.384000
0 2869090.600000
0 3162489.992000
1 3172509.384000
0 3238629.384000
1 3280691.208000
2 3290891.208000
0 3628870.600000
0 3768969.384000
0 3836709.992000
1 3863709.384000
1 3912671.208000
1 4090810.600000
2 4202590.600000
2 4234749.992000
0 4995069.992000
0 5002691.208000
0 5080330.600000
0 5368509.992000
0 5629210.600000
1 5755989.992000
2 5761449.992000
0 6017169.992000
0 6217630.600000
1 6456130.600000
0 6692409.384000
0 6842109.384000
0 6940449.992000
0 7148769.384000
0 7185549.384000
1 7222451.208000
1 7423691.816000
2 7507149.992000
0 7714990.600000
0 8188029.384000
0 8703190.600000
0 8931009.384000
0 9366729.384000
1 9489549.384000
2 9519671.208000
1 9649449.992000
2 9657311.208000
1 9920890.600000
0 10057690.600000
1 10140071.816000
1 10193590.600000
0 10292889.384000
1 10325350.600000
0 10420390.600000
0 10505411.816000
0 10887189.384000
0 10970890.600000
1 11131869.384000
1 11184729.992000
1 11416991.816000
1 11438409.384000
1 11697491.208000
1 11773689.384000
1 11784849.992000
2 11799129.384000
3 11851389.992000
2 11944030.600000
3 11958130.600000
0 12493149.384000
1 12570851.208000
0 13362311.208000
0 13720931.208000
1 13823171.208000
0 13934349.384000
0 13938789.992000
1 13961169.992000
0 14171830.600000
1 14238069.384000
