
0 346211.208000
0 396489.384000
1 457991.816000
2 458949.992000
1 514689.384000
0 698289.992000
1 873789.384000
2 876671.816000
1 930791.816000
1 939069.384000
2 1011009.384000
3 1046649.384000
3 1126209.384000
3 1242489.384000
4 1243210.600000
3 1263489.384000
3 1310349.384000
2 1373411.208000
3 1402089.384000
4 1417751.208000
5 1421591.208000
1 1548371.208000
1 1559589.384000
2 1560729.384000
1 1600870.600000
2 1626191.816000
3 1636449.384000
2 1654809.992000
2 1701429.992000
3 1721591.208000
4 1722129.384000
3 1763470.600000
1 1826829.384000
0 2015409.384000
0 2092629.384000
1 2105110.600000
2 2109971.208000
2 2178730.600000
2 2200571.208000
3 2235191.208000
4 2298550.600000
4 2345950.600000
5 2348109.384000
1 2444051.208000
2 2519109.384000
1 2543289.384000
1 2571429.992000
1 2582409.992000
2 2608929.384000
1 2697250.600000
2 2753289.384000
0 2795289.384000
0 2874609.384000
0 2896029.992000
1 2942529.992000
2 2945711.208000
1 3039789.992000
1 3209890.600000
2 3224349.384000
3 3258070.600000
2 3292989.384000
3 3425589.384000
3 3485111.208000
4 3529510.600000
3 3598689.992000
4 3636069.992000
3 3699969.384000
4 3736029.384000
3 3757449.384000
2 3826449.992000
2 3862329.384000
1 4007169.384000
2 4008309.384000
1 4142769.384000
1 4285689.384000
2 4311251.208000
2 4469109.384000
3 4476911.208000
0 4606929.992000
1 4606990.600000
1 4671850.600000
1 4793650.600000
2 4802651.208000
0 4924029.992000
0 5062689.992000
1 5081051.816000
2 5108829.384000
1 5145070.600000
1 5198471.208000
0 5281809.992000
1 5285049.992000
2 5309349.384000
1 5365329.992000
2 5367549.992000
2 5390710.600000
2 5401871.208000
3 5412909.384000
4 5431269.384000
2 5595191.208000
2 5664731.208000
1 5700609.384000
2 5701029.384000
3 5724611.208000
3 5778189.384000
4 5789169.384000
4 5811129.384000
4 5839810.600000
3 5884869.384000
2 5957649.384000
3 6018009.384000
1 6058269.992000
0 6200231.208000
0 6216731.208000
1 6229151.208000
2 6262809.384000
2 6338649.384000
1 6410169.384000
0 6453189.384000
1 6466509.992000
2 6495129.384000
1 6570189.992000
2 6577989.992000
2 6634389.384000
3 6711249.992000
4 6725169.992000
3 6781991.208000
3 6838029.992000
4 6878769.384000
4 6908949.992000
0 7350671.208000
0 7404791.816000
0 7637409.384000
1 7664289.992000
2 7685769.384000
2 7760949.992000
3 7770731.208000
3 7838049.384000
3 7860669.384000
2 7883531.208000
2 7919829.384000
1 7987151.208000
2 7989310.600000
1 8022129.992000
2 8053871.816000
2 8112069.384000
1 8130670.600000
1 8263570.600000
1 8290210.600000
1 8387831.208000
2 8398989.384000
3 8400789.992000
3 8451249.384000
1 8513951.208000
0 8677991.208000
0 8807469.384000
0 8866509.384000
1 8876171.816000
0 8997549.384000
1 9023051.208000
2 9025809.992000
3 9083231.208000
0 9253991.816000
1 9269289.992000
2 9292089.384000
0 9409689.384000
0 9445450.600000
1 9666909.384000
0 9709271.208000
1 9741789.384000
1 9805209.384000
2 9815289.384000
3 9817509.992000
3 9856689.384000
4 9888249.384000
5 9900369.384000
5 9901809.384000
6 9928149.384000
6 9964269.384000
7 9970331.208000
7 10034649.384000
8 10042931.816000
8 10082710.600000
9 10086251.208000
10 10091349.992000
8 10120511.208000
7 10156929.992000
8 10194250.600000
7 10226890.600000
7 10246030.600000
1 10403349.384000
0 10500309.384000
1 10586411.208000
1 10601049.992000
2 10606389.384000
2 10664289.384000
2 10715529.384000
2 10762031.208000
2 10843691.208000
2 10871471.816000
2 10938730.600000
3 10955591.816000
3 10980309.384000
4 10986730.600000
5 10994050.600000
2 11130069.992000
3 11133251.208000
4 11154729.384000
2 11306649.384000
3 11314209.992000
3 11366469.384000
2 11463309.384000
2 11483231.208000
2 11614870.600000
2 11651769.992000
3 11662749.992000
4 11710630.600000
0 11763970.600000
1 11789590.600000
2 11805251.208000
1 11861291.208000
1 11889130.600000
2 11902090.600000
3 11914329.992000
4 11952549.384000
5 11957711.816000
2 12024189.384000
3 12053889.992000
2 12088631.208000
1 12132969.384000
1 12299709.992000
2 12309370.600000
2 12474071.816000
1 12520031.208000
1 12536231.816000
1 12706510.600000
2 12750910.600000
2 12768011.816000
3 12781449.384000
3 12838089.992000
4 12846549.384000
4 12871509.384000
2 12931570.600000
2 12971169.384000
3 12978849.384000
2 13038610.600000
3 13048931.816000
1 13158549.384000
2 13182369.384000
3 13229650.600000
1 13328949.384000
2 13336871.208000
1 13429929.384000
1 13523829.992000
0 13891451.208000
1 13899550.600000
1 13935130.600000
1 13977070.600000
2 13984269.992000
3 13999629.384000
4 14021229.384000
1 14076669.992000
1 14151369.384000
1 14219830.600000
1 14241911.208000
2 14285349.384000
3 14288410.600000
4 14303649.992000
3 14313729.992000
4 14321050.600000
2 14394310.600000
